File, P1, P2, Date, Workers, Time Start, Time End, Collection, Magazine Name, Structure, Sheet Notes, Volume, Year, Date Start, Date End, Issue Start, Issue End, Type, Notes, Other Data
mag-136.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:26, 13:34, UnDK, F+SF, Monthly, , 90, 96, Jan, Apr, 1, 4, , 
mag-136.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:26, 13:34, UnDK, F+SF, Monthly, , 91, 96, Sep, Dec, 3, 6, , 
mag-136.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:26, 13:34, UnDK, F+SF, Monthly, , 92, 97, Jan, Apr, 1, 4, , 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 64, 1983, Jan, Apr, 1, 4, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 64/65, 83, May, Aug, 5, 2, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 65, 83, Sep, Dec, 3, 6, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 66, 84, Jan, Apr, 1, 4, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 68/64, 85, May, Sep, 5, 2, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 69, 85, Sep, Dec, 3, 6, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 70, 86, Jan, Apr, 1, 4, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 70, 86, May, Apr, 5, 2, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 71, 86, Sep, Dec, 3, 6, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 72, 87, Jan, Apr, 1, 4, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 72/73, 87, May, Aug, 5, 2, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 73, 87, Sep, Dec, 3, 6, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 74, 88, Jan, Apr, 1, 4, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 74/75, 88, May, Aug, 5, 2, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 75, 88, Sep, Dec, 3, 6, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 76, 89, Jan, Apr, 1, 4, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 76, 89, May, Aug, 5, 2, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 77, 89, Sep, Dec, 3, 6, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 78, 90, Jan, Apr, 1, 4, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 78/79, 90, May, Aug, 5, 2, B, 
mag-137.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 13:15, 13:24, UBH, F+SF, Monthly, , 79, 90, Sep, Dec, 3, 6, B, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 43, 72, Jun, Dec, 1, 6, B, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 44, 73, Jan, Jun, 1, 6, U, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 45, 73, Jul, Dec, 1, 6, U, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 46, 74, Jan, Jun, 1, 6, U, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 47, 74, Jul, Dec, 1, 6, U, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 48, 75, Jan, Jun, 1, 6, U, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 49, 75, Jul, Dec, 1, 6, U, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 50, 76, Jan, Jun, 1, 6, U, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 51, 76, Jul, Dec, 1, 6, B, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 51, 76, Nov, , 5, , U, Spare
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 52, 77, Jan, Jun, 1, 6, U, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 53, 77, Jul, Dec, 1, 6, U, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 54, 78, Jan, Jun, 1, 6, U, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 55, 78, Jul, Dec, 1, 6, U, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 56, 79, Jan, Jun, 1, 6, U, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 57, 79, Jul, Dec, 1, 6, B, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 58, 80, Jan, Jun, 1, 6, B, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 59, 80, Jul, Dec, 1, 6, B, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 60, 81, Jan, Jun, 1, 6, B, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 61, 81, Jul, Dec, 1, 6, B, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 62, 82, Jan, Apr, 1, 4, B, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 62/63, 82, May, Aug, 5, 2, B, 
mag-138.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:57, 12:07, CnDH, F+SF, Monthly, , 63, 82, Sep, Dec, 3, 6, B, 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 18/19, 1960, Jul, Dec, 7, 6, B, 18/7 follow by 19/2
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 20, 61, Jan, Jun, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 21, 61, Jul, Dec, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 22, 62, Jan, Jun, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 23, 62, Jul, Dec, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 24, 63, Jan, Jun, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 25, 63, Jul, Dec, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 26, 64, Jan, Jun, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 27, 64, Jul, Dec, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 28/29, 65, Jan, Jun, 1, 1, , May 78/5 Jun 78/1
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 29, 65, Jul, Dec, 1, 6, , Jul 79/1
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 30, 66, Jan, Jun, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 31, 66, Jul, Dec, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 32, 67, Jan, Jun, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 33, 67, Jul, Dec, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 34, 68, Jan, Jun, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 35, 68, Jul, Dec, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 36, 68, Jan, Jun, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 37, 69, Jul, Dec, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 38, 70, Jan, Jun, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 39, 70, Jul, Dec, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 40, 71, Jan, Jun, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 41, 71, Jan, Jun, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 42, 72, Sep, Jun, 1, 6, , 
mag-139.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:47, 12:50, UnDH, F+SF, Monthly, , 42, 72, Jan, Jun, 1, 6, , 
mag-140.jpg, aclough, mgentile555, 2/2/07, KLB MKR, 12:45, 12:50, C/M, Futuristic Science Stories, , , , , , , 3; 4; 8, 10, U, 
mag-141.jpg, aclough, mgentile555, 2/2/07, KLB MKR, 12:40, 12:45, C/M, Future, , , , 1978, April, Nov, 1, 6, U, only 2 says its 8/yr
mag-141.jpg, aclough, mgentile555, 2/2/07, KLB MKR, 12:40, 12:45, C/M, Future, , , , 1979, Jan, Dec, 7, 15, U, "Future Life" starting Mar; no Mag for Apr; Jun; Oct
mag-141.jpg, aclough, mgentile555, 2/2/07, KLB MKR, 12:40, 12:45, C/M, Future, , , , 1980, Feb, Mar, 16, 17, U, 
mag-142.jpg, aclough, mgentile555, 2/2/07, KLB MKR, 12:00, 12:40, C/M, Future Science Fiction, , All unbound, 1, 1950, Sep/oct, , 3, , U, Future Science Fiction Stories
mag-142.jpg, aclough, mgentile555, 2/2/07, KLB MKR, 12:00, 12:40, C/M, Future Science Fiction, , All unbound, , 1951, Jan, Nov, 1-5, 2-4, U, Future Science Fiction Stories 2 magazines
mag-142.jpg, aclough, mgentile555, 2/2/07, KLB MKR, 12:00, 12:40, C/M, Future Science Fiction, , All unbound, , 1952, Jan, Mar, 2-5, 2-6, U, Future Science Fiction Stories
mag-142.jpg, aclough, mgentile555, 2/2/07, KLB MKR, 12:00, 12:40, C/M, Future Science Fiction, , All unbound, , 1953, Sept, , 4-2, , U, Future Science Fiction
mag-142.jpg, aclough, mgentile555, 2/2/07, KLB MKR, 12:00, 12:40, C/M, Future Science Fiction, , All unbound, , 1954, Oct, , 5-3, , U, Future Science Fiction
mag-142.jpg, aclough, mgentile555, 2/2/07, KLB MKR, 12:00, 12:40, C/M, Future Science Fiction, , All unbound, , 1957, , , 29 30, 32, U, #29 & 30 have no year date - 32 is Spring 1957  claims to be quarterly
mag-142.jpg, aclough, mgentile555, 2/2/07, KLB MKR, 12:00, 12:40, C/M, Future Science Fiction, , All unbound, , 1958, Feb, , No. 35, , U, "Now every other month"
mag-142.jpg, aclough, mgentile555, 2/2/07, KLB MKR, 12:00, 12:40, C/M, Future Science Fiction, , All unbound, , 1958, June, Dec, No. 37, No. 40, U, Starting Aug; "Future Science Fiction" "The Space Age Magazine"
mag-142.jpg, aclough, mgentile555, 2/2/07, KLB MKR, 12:00, 12:40, C/M, Future Science Fiction, , All unbound, , 1959, Feb Jan Aug, Dec, No. 41 43 44 46, , U, June; stop saying "Space Age magazine"
mag-143.jpg, aclough, mgentile555, 2/2/07, , 12:42, 12:50, New Rack, Misc, , , , , Winter 06-07, , 10, , U, Paradox
mag-143.jpg, aclough, mgentile555, 2/2/07, , 12:42, 12:50, New Rack, Misc, , , , 06, Dec, , 207, , U, Interzone
mag-143.jpg, aclough, mgentile555, 2/2/07, , 12:42, 12:50, New Rack, Misc, , , 57, 06-07, Nov, Jan, 5 6, 59-1, U, Locus
mag-143.jpg, aclough, mgentile555, 2/2/07, , 12:42, 12:50, New Rack, Misc, , , 19, 06, Oct, Dec, 2 3, 4, U, NY REV SF
mag-143.jpg, aclough, mgentile555, 2/2/07, , 12:42, 12:50, New Rack, Misc, , , 13, 07, Feb, , 2, , U, Realms of Fantasy
mag-143.jpg, aclough, mgentile555, 2/2/07, , 12:42, 12:50, New Rack, Misc, , , , 06, Sept, , 267, , U, SF Chronicles
mag-143.jpg, aclough, mgentile555, 2/2/07, , 12:42, 12:50, New Rack, Misc, , , 112, 07, Feb, , 2, , U, Fantasy and SF
mag-143.jpg, aclough, mgentile555, 2/2/07, , 12:42, 12:50, New Rack, Misc, , , , , , , 10, , U, Neo-Opsis
mag-143.jpg, aclough, mgentile555, 2/2/07, , 12:42, 12:50, New Rack, Misc, , , 31, 07, Feb, Mar, 2, 3, U, Asimov's SF
mag-143.jpg, aclough, mgentile555, 2/2/07, , 12:42, 12:50, New Rack, Misc, , , 127, 07, Mar, Apr, 3, 4, U, Analog
mag-143.jpg, aclough, mgentile555, 2/2/07, , 12:42, 12:50, New Rack, Misc, , , 18, 06, Fall, , 3, , U, On Spec (whole issue 66)
mag-143.jpg, aclough, mgentile555, 2/2/07, , 12:42, 12:50, New Rack, Misc, , , 1, 06, Fall, , 7, , U, Apex SF & Horror
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 1, 64/64, Aug, Now, 1, 6, B, Magazine of Horror
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 2, 65, Jan, Winter, 1, 6, B, Magazine of Horror
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 3, 66/67, Summer, Nov, 1, 6, B, 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 4, 68, Jan, Nov, 1, 6, B, 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 5, 69, Jan, Dec, 1, 6, B, 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 6, 70/74, Feb, Apr, 2, 6, B, (ostensia no 6/1)
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 1, 49/50, Fall, Dec, , 5, , The Magazine of Fantasy (first issue)
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 2, 51, Feb, Dec, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 3, 52, Feb, Dec, 1, 8, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 4, 53, Jan, Jun, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 5, 53, Jul, Dec, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 6, 54, Jan, Jun, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 7, 54, Jul, Dec, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 8, 55, Jan, Jun, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 9, 55, Jul, Dec, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 10, 56, Jan, Jun, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 11, 56, Jul, Dec, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 12, 57, Jan, Jun, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 13, 57, Jul, Dec, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 13/14, 58, Jan, Dec, 7, 6, , 12/7 Results of a 14/2
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 15, 58, Jul, Dec, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 16, 54, Jan, Jun, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 17, 59, Jul, Dec, 1, 6, , 
mag-144.jpg, aclough, mgentile555, 2/2/07, JPM KCR, 12:10, 12:46, UnDA, , HA, , 18, 60, Jan, Jun, 1, 6, , 
mag-145.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Gruse - Krimi, Other, In German, , , , , 231, , U, 
mag-145.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Gruse - Krimi, Other, In German, , , , , 166, , U, 
mag-145.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Gruse - Krimi, Other, In German, , , , , 139, , U, 
mag-145.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Gruse - Krimi, Other, In German, , , , , 134, , U, 
mag-145.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Gruse - Krimi, Other, In German, , , , , 122, , U, 
mag-145.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Gruse - Krimi, Other, In German, , , , , 116, , U, 
mag-145.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Gruse - Krimi, Other, In German, , , , , 106, , U, 
mag-146.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Luna Utopia Roman, Other, In German, , , , , 10, 17, U, 
mag-146.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Luna Utopia Roman, Other, In German, , , , , 7, , U, 
mag-146.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Luna Utopia Roman, Other, In German, , , , , 6, , U, 
mag-146.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Luna Utopia Roman, Other, In German, , , , , 4, , U, 
mag-147.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Gemini Science Fiction, Other, In German, , , , , 19, , U, 
mag-147.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Gemini Science Fiction, Other, In German, , , , , 18, , U, 
mag-147.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Gemini Science Fiction, Other, In German, , , , , 17, , U, 
mag-147.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 19, Gemini Science Fiction, Other, In German, , , , , 4, , U, 
mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 315, , U, 
mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 314, , U, 
mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 122, , U, 
mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 100, , U, 
mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 79, , U, 
mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 113, , U, 
mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 72, , U, 
mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 65, , U, 
mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 45, , U, 
mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 43, , U, 
mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 33, , U, 
mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 5, , U, 
mag-148.jpg, aclough, mgentile555, 2/2/07, , 12:29, 12:38, Sacks - Stack 16, Geister - Krimi, Other, In German, , , , , 4, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 138, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 130, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 122, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 96, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 93, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 86, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 79, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 71, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 69, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 65, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 54, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 45, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 23, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 22, , U, 
mag-149.jpg, aclough, mgentile555, 2/2/2007, , 12:29, 12:38, Sacks Sacks-Stack 16, Gespenster-Krimi, other, In German, , , , , 2, , U, 
mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 339, , U, 
mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 323, , U, 
mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 272, , U, 
mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 260, , U, 
mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 257, , U, 
mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 232, , U, 
mag-150.jpg, nhinchen, mgentile555, 2/2/2007, , 12:20, 12:29, Sacks - Stack 17, Gespenster-Krimi, other, In German, , , , , 220, , U, 
